work_date,staff_id,store_name,role,start_time,end_time,work_hours,hourly_rate,source_file,daily_wage,is_overtime,labor_cost_flag
2024-01-19,ST-013,渋谷店,ホール,18:00,26:48,8.8,1046,shift_styleB_202401.csv,9204.800000000001,1,標準
2024-01-24,ST-017,渋谷店,キッチン,14:00,19:42,5.7,1080,shift_styleB_202401.csv,6156.0,0,標準
2024-01-12,ST-010,銀座店,キッチン,17:00,23:35,6.6,1452,shift_styleB_202401.csv,9583.199999999999,0,高コスト
2024-01-02,ST-005,渋谷店,レジ,08:00,15:00,7.0,1139,shift_styleB_202401.csv,7973.0,0,標準
2024-01-15,ST-014,新宿店,レジ,15:00,20:30,5.5,1110,shift_styleB_202401.csv,6105.0,0,標準
2024-01-25,ST-017,渋谷店,キッチン,14:00,17:42,3.7,1347,shift_styleB_202401.csv,4983.900000000001,0,標準
2024-01-22,ST-019,新宿店,レジ,18:00,22:54,4.9,1112,shift_styleB_202401.csv,5448.8,0,標準
2024-01-13,ST-020,渋谷店,ホール,11:00,15:47,4.8,1108,shift_styleB_202401.csv,5318.4,0,標準
2024-01-25,ST-005,新宿店,キッチン,13:00,16:42,3.7,1254,shift_styleB_202401.csv,4639.8,0,標準
2024-01-24,ST-014,渋谷店,ホール,14:00,20:12,6.2,1117,shift_styleB_202401.csv,6925.400000000001,0,標準
2024-01-17,ST-018,銀座店,キッチン,09:00,14:24,5.4,1379,shift_styleB_202401.csv,7446.6,0,標準
2024-01-02,ST-014,渋谷店,キッチン,09:00,17:11,8.2,1294,shift_styleB_202401.csv,10610.8,1,高コスト
2024-01-14,ST-019,新宿店,レジ,18:00,23:30,5.5,1058,shift_styleB_202401.csv,5819.0,0,標準
2024-01-13,ST-001,新宿店,ホール,17:00,22:47,5.8,1353,shift_styleB_202401.csv,7847.4,0,標準
2024-01-30,ST-012,渋谷店,キッチン,09:00,13:30,4.5,1301,shift_styleB_202401.csv,5854.5,0,標準
2024-01-13,ST-017,渋谷店,キッチン,12:00,19:30,7.5,1113,shift_styleB_202401.csv,8347.5,0,標準
2024-01-11,ST-006,渋谷店,レジ,18:00,21:42,3.7,1261,shift_styleB_202401.csv,4665.7,0,標準
2024-01-07,ST-012,新宿店,レジ,18:00,25:54,7.9,1120,shift_styleB_202401.csv,8848.0,0,標準
2024-01-04,ST-005,新宿店,ホール,10:00,16:35,6.6,1389,shift_styleB_202401.csv,9167.4,0,標準
2024-01-25,ST-003,渋谷店,レジ,15:00,20:47,5.8,1288,shift_styleB_202401.csv,7470.4,0,標準
2024-01-25,ST-019,新宿店,レジ,17:00,23:54,6.9,1319,shift_styleB_202401.csv,9101.1,0,標準
2024-01-11,ST-011,渋谷店,キッチン,09:00,14:47,5.8,1323,shift_styleB_202401.csv,7673.4,0,標準
2024-01-10,ST-009,銀座店,ホール,13:00,19:00,6.0,1158,shift_styleB_202401.csv,6948.0,0,標準
2024-01-15,ST-015,渋谷店,ホール,13:00,21:00,8.0,1039,shift_styleB_202401.csv,8312.0,0,標準
2024-01-21,ST-003,銀座店,レジ,16:00,21:17,5.3,1297,shift_styleB_202401.csv,6874.099999999999,0,標準
2024-01-18,ST-002,新宿店,レジ,18:00,22:05,4.1,1309,shift_styleB_202401.csv,5366.9,0,標準
2024-01-16,ST-017,渋谷店,ホール,15:00,18:36,3.6,1460,shift_styleB_202401.csv,5256.0,0,標準
2024-01-27,ST-011,銀座店,ホール,16:00,22:54,6.9,1020,shift_styleB_202401.csv,7038.0,0,標準
2024-01-08,ST-015,新宿店,レジ,16:00,22:42,6.7,1186,shift_styleB_202401.csv,7946.2,0,標準
2024-01-12,ST-010,新宿店,キッチン,13:00,20:05,7.1,1026,shift_styleB_202401.csv,7284.599999999999,0,標準
2024-01-26,ST-011,渋谷店,キッチン,09:00,15:17,6.3,1197,shift_styleB_202401.csv,7541.099999999999,0,標準
2024-01-10,ST-009,銀座店,レジ,17:00,25:11,8.2,1170,shift_styleB_202401.csv,9594.0,1,高コスト
2024-01-03,ST-019,銀座店,ホール,13:00,17:54,4.9,1335,shift_styleB_202401.csv,6541.500000000001,0,標準
2024-01-23,ST-013,渋谷店,レジ,09:00,13:54,4.9,1192,shift_styleB_202401.csv,5840.8,0,標準
2024-01-21,ST-011,渋谷店,レジ,18:00,26:30,8.5,1047,shift_styleB_202401.csv,8899.5,1,標準
2024-01-21,ST-014,銀座店,キッチン,08:00,13:12,5.2,1092,shift_styleB_202401.csv,5678.400000000001,0,標準
2024-01-31,ST-007,新宿店,キッチン,11:00,15:24,4.4,1070,shift_styleB_202401.csv,4708.0,0,標準
2024-01-05,ST-003,新宿店,ホール,16:00,23:35,7.6,1427,shift_styleB_202401.csv,10845.199999999999,0,高コスト
2024-01-24,ST-017,渋谷店,レジ,13:00,21:18,8.3,1316,shift_styleB_202401.csv,10922.800000000001,1,高コスト
2024-01-05,ST-020,新宿店,ホール,10:00,14:05,4.1,1354,shift_styleB_202401.csv,5551.4,0,標準
2024-01-25,ST-020,渋谷店,レジ,15:00,18:17,3.3,1186,shift_styleB_202401.csv,3913.7999999999997,0,標準
2024-01-22,ST-008,新宿店,レジ,12:00,19:30,7.5,1401,shift_styleB_202401.csv,10507.5,0,高コスト
2024-01-15,ST-008,銀座店,ホール,12:00,20:48,8.8,1401,shift_styleB_202401.csv,12328.800000000001,1,高コスト
2024-01-16,ST-007,新宿店,レジ,17:00,25:54,8.9,1236,shift_styleB_202401.csv,11000.4,1,高コスト
2024-01-25,ST-010,新宿店,レジ,16:00,21:30,5.5,1082,shift_styleB_202401.csv,5951.0,0,標準
2024-01-27,ST-007,銀座店,ホール,12:00,15:17,3.3,1246,shift_styleB_202401.csv,4111.8,0,標準
2024-01-28,ST-012,銀座店,ホール,16:00,24:05,8.1,1145,shift_styleB_202401.csv,9274.5,1,高コスト
2024-01-03,ST-006,新宿店,キッチン,16:00,19:53,3.9,1223,shift_styleB_202401.csv,4769.7,0,標準
2024-01-03,ST-008,新宿店,キッチン,08:00,13:30,5.5,1202,shift_styleB_202401.csv,6611.0,0,標準
2024-01-17,ST-012,渋谷店,キッチン,09:00,14:12,5.2,1014,shift_styleB_202401.csv,5272.8,0,標準
2024-01-11,ST-004,銀座店,レジ,13:00,20:42,7.7,1070,shift_styleB_202401.csv,8239.0,0,標準
2024-01-02,ST-010,新宿店,レジ,10:00,17:35,7.6,1240,shift_styleB_202401.csv,9424.0,0,高コスト
2024-01-15,ST-020,渋谷店,ホール,08:00,12:30,4.5,1427,shift_styleC_202401.csv,6421.5,0,標準
2024-01-05,ST-018,銀座店,レジ,16:00,21:30,5.5,1397,shift_styleC_202401.csv,7683.5,0,標準
2024-01-10,ST-008,新宿店,ホール,08:00,12:24,4.4,1327,shift_styleC_202401.csv,5838.8,0,標準
2024-01-26,ST-020,新宿店,ホール,09:00,17:00,8.0,1255,shift_styleC_202401.csv,10040.0,0,高コスト
2024-01-20,ST-018,渋谷店,レジ,16:00,22:30,6.5,1367,shift_styleC_202401.csv,8885.5,0,標準
2024-01-05,ST-010,新宿店,ホール,17:00,22:05,5.1,1292,shift_styleC_202401.csv,6589.2,0,標準
2024-01-14,ST-006,銀座店,レジ,09:00,15:05,6.1,1184,shift_styleC_202401.csv,7222.4,0,標準
2024-01-03,ST-017,銀座店,レジ,16:00,22:17,6.3,1199,shift_styleC_202401.csv,7553.7,0,標準
2024-01-28,ST-016,渋谷店,レジ,14:00,22:54,8.9,1129,shift_styleC_202401.csv,10048.1,1,高コスト
2024-01-24,ST-001,新宿店,ホール,13:00,17:24,4.4,1336,shift_styleC_202401.csv,5878.400000000001,0,標準
2024-01-21,ST-004,銀座店,レジ,13:00,16:47,3.8,1180,shift_styleC_202401.csv,4484.0,0,標準
2024-01-18,ST-011,銀座店,ホール,18:00,23:47,5.8,1356,shift_styleC_202401.csv,7864.8,0,標準
2024-01-16,ST-006,渋谷店,ホール,15:00,18:12,3.2,1103,shift_styleC_202401.csv,3529.6000000000004,0,標準
2024-01-02,ST-007,渋谷店,キッチン,12:00,18:05,6.1,1417,shift_styleC_202401.csv,8643.699999999999,0,標準
2024-01-18,ST-016,新宿店,ホール,18:00,22:05,4.1,1182,shift_styleC_202401.csv,4846.2,0,標準
2024-01-28,ST-002,銀座店,キッチン,12:00,15:42,3.7,1188,shift_styleC_202401.csv,4395.6,0,標準
2024-01-14,ST-013,銀座店,キッチン,14:00,19:00,5.0,1095,shift_styleC_202401.csv,5475.0,0,標準
2024-01-16,ST-016,新宿店,レジ,12:00,19:47,7.8,1372,shift_styleC_202401.csv,10701.6,0,高コスト
2024-01-14,ST-003,新宿店,レジ,10:00,16:17,6.3,1164,shift_styleC_202401.csv,7333.2,0,標準
2024-01-04,ST-003,新宿店,レジ,12:00,16:47,4.8,1308,shift_styleC_202401.csv,6278.4,0,標準
2024-01-23,ST-014,渋谷店,レジ,15:00,20:05,5.1,1021,shift_styleC_202401.csv,5207.099999999999,0,標準
2024-01-24,ST-012,銀座店,キッチン,12:00,18:47,6.8,1405,shift_styleC_202401.csv,9554.0,0,高コスト
2024-01-31,ST-002,渋谷店,レジ,18:00,23:24,5.4,1262,shift_styleC_202401.csv,6814.8,0,標準
2024-01-26,ST-006,渋谷店,ホール,17:00,24:05,7.1,1224,shift_styleC_202401.csv,8690.4,0,標準
2024-01-02,ST-005,渋谷店,ホール,18:00,23:12,5.2,1196,shift_styleC_202401.csv,6219.2,0,標準
2024-01-31,ST-019,渋谷店,レジ,10:00,17:05,7.1,1485,shift_styleC_202401.csv,10543.5,0,高コスト
2024-01-12,ST-012,新宿店,ホール,17:00,20:47,3.8,1187,shift_styleC_202401.csv,4510.599999999999,0,標準
2024-01-13,ST-011,銀座店,キッチン,11:00,19:48,8.8,1013,shift_styleC_202401.csv,8914.400000000001,1,標準
2024-01-24,ST-006,新宿店,レジ,14:00,22:30,8.5,1060,shift_styleC_202401.csv,9010.0,1,標準
2024-01-09,ST-009,銀座店,キッチン,11:00,20:00,9.0,1146,shift_styleC_202401.csv,10314.0,1,高コスト
2024-01-23,ST-016,渋谷店,ホール,10:00,18:05,8.1,1231,shift_styleC_202401.csv,9971.1,1,高コスト
2024-01-06,ST-015,渋谷店,レジ,13:00,20:00,7.0,1363,shift_styleC_202401.csv,9541.0,0,高コスト
2024-01-03,ST-018,銀座店,キッチン,12:00,20:05,8.1,1364,shift_styleC_202401.csv,11048.4,1,高コスト
2024-01-23,ST-006,新宿店,レジ,11:00,14:42,3.7,1102,shift_styleC_202401.csv,4077.4,0,標準
2024-01-26,ST-005,渋谷店,キッチン,08:00,13:12,5.2,1293,shift_styleC_202401.csv,6723.6,0,標準
2024-01-12,ST-015,銀座店,ホール,17:00,25:18,8.3,1033,shift_styleC_202401.csv,8573.900000000001,1,標準
2024-01-10,ST-013,銀座店,レジ,15:00,21:12,6.2,1393,shift_styleC_202401.csv,8636.6,0,標準
2024-01-14,ST-019,渋谷店,ホール,13:00,19:54,6.9,1230,shift_styleC_202401.csv,8487.0,0,標準
2024-01-15,ST-017,新宿店,ホール,16:00,22:47,6.8,1093,shift_styleC_202401.csv,7432.4,0,標準
2024-01-25,ST-005,新宿店,レジ,08:00,16:00,8.0,1265,shift_styleC_202401.csv,10120.0,0,高コスト
2024-01-05,ST-010,渋谷店,ホール,13:00,21:35,8.6,1115,shift_styleC_202401.csv,9589.0,1,高コスト
2024-01-12,ST-017,新宿店,ホール,12:00,16:12,4.2,1489,shift_styleC_202401.csv,6253.8,0,標準
2024-01-18,ST-009,渋谷店,レジ,12:00,18:42,6.7,1047,shift_styleC_202401.csv,7014.900000000001,0,標準
2024-01-17,ST-006,銀座店,レジ,10:00,14:00,4.0,1319,shift_styleC_202401.csv,5276.0,0,標準
2024-01-24,ST-020,新宿店,レジ,08:00,16:00,8.0,1014,shift_styleC_202401.csv,8112.0,0,標準
2024-01-03,ST-002,銀座店,レジ,12:00,18:54,6.9,1392,shift_styleC_202401.csv,9604.800000000001,0,高コスト
2024-01-19,ST-014,銀座店,レジ,08:00,14:00,6.0,1321,shift_styleC_202401.csv,7926.0,0,標準
2024-01-18,ST-010,銀座店,キッチン,15:00,19:30,4.5,1413,shift_styleC_202401.csv,6358.5,0,標準
2024-01-22,ST-013,新宿店,キッチン,09:00,16:05,7.1,1080,shift_styleC_202401.csv,7668.0,0,標準
2024-01-15,ST-014,新宿店,キッチン,11:00,16:00,5.0,1073,shift_styleC_202401.csv,5365.0,0,標準
2024-01-11,ST-011,銀座店,キッチン,14:00,17:47,3.8,1189,shift_styleC_202401.csv,4518.2,0,標準
2024-01-17,ST-018,渋谷店,キッチン,11:00,16:47,5.8,1136,shift_styleC_202401.csv,6588.8,0,標準
2024-01-15,ST-008,渋谷店,ホール,08:00,12:42,4.7,1196,shift_styleC_202401.csv,5621.2,0,標準
2024-01-28,ST-020,新宿店,ホール,10:00,17:54,7.9,1478,shift_styleC_202401.csv,11676.2,0,高コスト
2024-01-19,ST-011,渋谷店,ホール,15:00,24:00,9.0,1239,shift_styleC_202401.csv,11151.0,1,高コスト
2024-01-16,ST-010,新宿店,ホール,09:00,17:41,8.7,1258,shift_styleC_202401.csv,10944.599999999999,1,高コスト
2024-01-15,ST-008,渋谷店,レジ,13:00,16:17,3.3,1144,shift_styleC_202401.csv,3775.2,0,標準
2024-01-16,ST-020,銀座店,レジ,15:00,19:42,4.7,1004,shift_styleC_202401.csv,4718.8,0,標準
2024-01-28,ST-004,新宿店,ホール,12:00,19:24,7.4,1391,shift_styleC_202401.csv,10293.4,0,高コスト
2024-01-13,ST-012,渋谷店,キッチン,08:00,14:24,6.4,1099,shift_styleC_202401.csv,7033.6,0,標準
2024-01-12,ST-018,新宿店,ホール,14:00,20:00,6.0,1391,shift_styleC_202401.csv,8346.0,0,標準
2024-01-18,ST-009,銀座店,レジ,17:00,20:42,3.7,1499,shift_styleC_202401.csv,5546.3,0,標準
2024-01-04,ST-013,新宿店,キッチン,16:00,24:35,8.6,1386,shift_styleC_202401.csv,11919.6,1,高コスト
2024-01-05,ST-007,銀座店,レジ,14:00,20:00,6.0,1023,shift_styleC_202401.csv,6138.0,0,標準
2024-01-02,ST-005,銀座店,キッチン,15:00,21:05,6.1,1076,shift_styleC_202401.csv,6563.599999999999,0,標準
2024-01-20,ST-017,渋谷店,キッチン,17:00,21:54,4.9,1201,shift_styleC_202401.csv,5884.900000000001,0,標準
2024-01-20,ST-010,銀座店,キッチン,16:00,24:00,8.0,1272,shift_styleC_202401.csv,10176.0,0,高コスト
2024-01-16,ST-019,新宿店,キッチン,08:00,13:12,5.2,1344,shift_styleC_202401.csv,6988.8,0,標準
2024-01-04,ST-014,銀座店,キッチン,18:00,21:12,3.2,1242,shift_styleC_202401.csv,3974.4,0,標準
2024-01-09,ST-019,銀座店,ホール,08:00,14:30,6.5,1087,shift_styleC_202401.csv,7065.5,0,標準
2024-01-17,ST-020,新宿店,ホール,18:00,22:30,4.5,1293,shift_styleC_202401.csv,5818.5,0,標準
2024-01-31,ST-004,渋谷店,ホール,15:00,19:54,4.9,1077,shift_styleC_202401.csv,5277.3,0,標準
2024-01-14,ST-007,新宿店,レジ,17:00,25:30,8.5,1446,shift_styleC_202401.csv,12291.0,1,高コスト
2024-01-28,ST-002,銀座店,ホール,16:00,20:12,4.2,1166,shift_styleC_202401.csv,4897.2,0,標準
2024-01-22,ST-016,銀座店,キッチン,13:00,21:41,8.7,1235,shift_styleC_202401.csv,10744.5,1,高コスト
2024-01-30,ST-018,新宿店,レジ,13:00,20:05,7.1,1444,shift_styleC_202401.csv,10252.4,0,高コスト
2024-01-24,ST-009,銀座店,キッチン,11:00,19:41,8.7,1142,shift_styleC_202401.csv,9935.4,1,高コスト
2024-01-18,ST-010,渋谷店,キッチン,12:00,19:12,7.2,1353,shift_styleC_202401.csv,9741.6,0,高コスト
2024-01-23,ST-016,新宿店,キッチン,13:00,19:24,6.4,1478,shift_styleC_202401.csv,9459.2,0,高コスト
2024-01-26,ST-009,新宿店,ホール,17:00,24:05,7.1,1194,shift_styleC_202401.csv,8477.4,0,標準
2024-01-29,ST-013,新宿店,ホール,12:00,15:17,3.3,1489,shift_styleC_202401.csv,4913.7,0,標準
2024-01-23,ST-003,新宿店,キッチン,18:00,22:30,4.5,1245,shift_styleC_202401.csv,5602.5,0,標準
2024-01-07,ST-007,銀座店,キッチン,16:00,23:12,7.2,1070,shift_styleC_202401.csv,7704.0,0,標準
2024-01-04,ST-020,銀座店,レジ,11:00,15:30,4.5,1342,shift_styleC_202401.csv,6039.0,0,標準
2024-01-29,ST-017,渋谷店,レジ,11:00,14:17,3.3,1211,shift_styleC_202401.csv,3996.2999999999997,0,標準
2024-01-11,ST-016,渋谷店,レジ,10:00,13:00,3.0,1281,shift_styleC_202401.csv,3843.0,0,標準
2024-01-30,ST-006,新宿店,レジ,15:00,20:54,5.9,1102,shift_styleC_202401.csv,6501.8,0,標準
2024-01-25,ST-010,新宿店,キッチン,18:00,21:23,3.4,1393,shift_styleC_202401.csv,4736.2,0,標準
2024-01-03,ST-019,渋谷店,レジ,08:00,16:30,8.5,1089,shift_styleC_202401.csv,9256.5,1,高コスト
2024-01-14,ST-006,渋谷店,キッチン,15:00,19:05,4.1,1383,shift_styleC_202401.csv,5670.299999999999,0,標準
2024-01-31,ST-010,渋谷店,ホール,12:00,18:24,6.4,1054,shift_styleC_202401.csv,6745.6,0,標準
2024-01-30,ST-011,新宿店,キッチン,18:00,24:17,6.3,1252,shift_styleC_202401.csv,7887.599999999999,0,標準
2024-01-29,ST-005,銀座店,キッチン,12:00,16:12,4.2,1057,shift_styleC_202401.csv,4439.400000000001,0,標準
2024-01-11,ST-006,銀座店,キッチン,18:00,22:30,4.5,1095,shift_styleC_202401.csv,4927.5,0,標準
2024-01-01,ST-011,新宿店,レジ,18:00,25:30,7.5,1089,shift_styleC_202401.csv,8167.5,0,標準
2024-01-20,ST-013,新宿店,レジ,13:00,16:30,3.5,1342,shift_styleC_202401.csv,4697.0,0,標準
2024-01-04,ST-006,渋谷店,キッチン,13:00,21:35,8.6,1003,shift_styleC_202401.csv,8625.8,1,標準
2024-01-09,ST-013,渋谷店,キッチン,12:00,20:41,8.7,1154,shift_styleC_202401.csv,10039.8,1,高コスト
2024-01-19,ST-019,渋谷店,キッチン,18:00,23:12,5.2,1120,shift_styleC_202401.csv,5824.0,0,標準
2024-01-02,ST-004,新宿店,キッチン,10:00,15:24,5.4,1257,shift_styleC_202401.csv,6787.8,0,標準
2024-01-30,ST-010,銀座店,ホール,18:00,26:30,8.5,1151,shift_styleC_202401.csv,9783.5,1,高コスト
2024-01-12,ST-020,渋谷店,ホール,10:00,15:54,5.9,1232,shift_styleC_202401.csv,7268.8,0,標準
2024-01-24,ST-020,新宿店,キッチン,16:00,24:30,8.5,1387,shift_styleC_202401.csv,11789.5,1,高コスト
2024-01-18,ST-007,渋谷店,レジ,17:00,25:11,8.2,1041,shift_styleC_202401.csv,8536.199999999999,1,標準
2024-01-17,ST-015,銀座店,レジ,13:00,16:30,3.5,1288,shift_styleC_202401.csv,4508.0,0,標準
2024-01-04,ST-002,銀座店,レジ,11:00,17:24,6.4,1076,shift_styleC_202401.csv,6886.400000000001,0,標準
2024-01-06,ST-011,銀座店,キッチン,09:00,16:05,7.1,1367,shift_styleC_202401.csv,9705.699999999999,0,高コスト
2024-01-19,ST-016,渋谷店,レジ,15:00,22:54,7.9,1232,shift_styleC_202401.csv,9732.800000000001,0,高コスト
2024-01-05,ST-017,新宿店,キッチン,17:00,20:17,3.3,1236,shift_styleC_202401.csv,4078.7999999999997,0,標準
2024-01-22,ST-010,銀座店,ホール,14:00,18:30,4.5,1001,shift_styleC_202401.csv,4504.5,0,標準
2024-01-24,ST-007,銀座店,ホール,08:00,13:30,5.5,1358,shift_styleC_202401.csv,7469.0,0,標準
2024-01-03,ST-018,渋谷店,ホール,15:00,18:12,3.2,1209,shift_styleC_202401.csv,3868.8,0,標準
2024-01-06,ST-005,銀座店,レジ,18:00,26:48,8.8,1191,shift_styleC_202401.csv,10480.800000000001,1,高コスト
2024-01-29,ST-013,新宿店,キッチン,14:00,17:30,3.5,1493,shift_styleC_202401.csv,5225.5,0,標準
2024-01-22,ST-018,渋谷店,レジ,13:00,16:42,3.7,1275,shift_styleC_202401.csv,4717.5,0,標準
2024-01-13,ST-017,渋谷店,レジ,11:00,19:00,8.0,1387,shift_styleC_202401.csv,11096.0,0,高コスト
2024-01-01,ST-010,新宿店,レジ,16:00,21:30,5.5,1194,shift_styleC_202401.csv,6567.0,0,標準
2024-01-27,ST-008,渋谷店,キッチン,13:00,16:53,3.9,1096,shift_styleC_202401.csv,4274.4,0,標準
2024-01-30,ST-004,渋谷店,レジ,14:00,20:42,6.7,1479,shift_styleC_202401.csv,9909.300000000001,0,高コスト
2024-01-29,ST-001,渋谷店,ホール,09:00,12:36,3.6,1017,shift_styleC_202401.csv,3661.2000000000003,0,標準
2024-01-15,ST-020,銀座店,レジ,08:00,12:30,4.5,1022,shift_styleC_202401.csv,4599.0,0,標準
2024-01-13,ST-015,渋谷店,レジ,11:00,18:30,7.5,1397,shift_styleC_202401.csv,10477.5,0,高コスト
2024-01-02,ST-005,銀座店,キッチン,11:00,18:54,7.9,1374,shift_styleC_202401.csv,10854.6,0,高コスト
2024-01-19,ST-011,銀座店,レジ,18:00,25:54,7.9,1121,shift_styleC_202401.csv,8855.9,0,標準
2024-01-10,ST-005,銀座店,レジ,11:00,16:30,5.5,1140,shift_styleC_202401.csv,6270.0,0,標準
2024-01-02,ST-018,銀座店,レジ,10:00,16:47,6.8,1218,shift_styleC_202401.csv,8282.4,0,標準
2024-01-18,ST-016,渋谷店,キッチン,18:00,25:00,7.0,1402,shift_styleC_202401.csv,9814.0,0,高コスト
2024-01-17,ST-011,銀座店,キッチン,14:00,17:53,3.9,1192,shift_styleC_202401.csv,4648.8,0,標準
2024-01-06,ST-018,新宿店,ホール,11:00,15:47,4.8,1362,shift_styleC_202401.csv,6537.599999999999,0,標準
2024-01-05,ST-015,渋谷店,レジ,14:00,22:48,8.8,1285,shift_styleC_202401.csv,11308.000000000002,1,高コスト
2024-01-17,ST-005,新宿店,ホール,12:00,16:12,4.2,1331,shift_styleC_202401.csv,5590.2,0,標準
2024-01-03,ST-015,新宿店,ホール,16:00,23:17,7.3,1097,shift_styleC_202401.csv,8008.099999999999,0,標準
2024-01-02,ST-009,新宿店,レジ,17:00,23:35,6.6,1447,shift_styleC_202401.csv,9550.199999999999,0,高コスト
2024-01-03,ST-007,銀座店,レジ,18:00,24:24,6.4,1245,shift_styleC_202401.csv,7968.0,0,標準
2024-01-07,ST-011,新宿店,ホール,11:00,19:35,8.6,1492,shift_styleC_202401.csv,12831.199999999999,1,高コスト
2024-01-24,ST-004,銀座店,キッチン,11:00,18:12,7.2,1360,shift_styleC_202401.csv,9792.0,0,高コスト
2024-01-07,ST-013,渋谷店,レジ,13:00,20:42,7.7,1194,shift_styleC_202401.csv,9193.800000000001,0,標準
2024-01-15,ST-018,銀座店,キッチン,12:00,16:35,4.6,1262,shift_styleC_202401.csv,5805.2,0,標準
2024-01-29,ST-016,新宿店,ホール,15:00,22:35,7.6,1163,shift_styleC_202401.csv,8838.8,0,標準
2024-01-30,ST-007,新宿店,キッチン,14:00,17:17,3.3,1442,shift_styleC_202401.csv,4758.599999999999,0,標準
