receipt_date,case_no,property_name,room_no,claim_type,status,response_days,work_hours,source_file,is_resolved,urgency,cost_estimate
2024-02-28,B-2024010079,ブルーC棟,1007,水漏れ,解決済,21,0.5,claims_styleB_202401.csv,1,遅延,2500.0
2024-01-13,B-2024010080,ブルーC棟,0903,設備故障,対応中,23,7.0,claims_styleB_202401.csv,0,緊急,35000.0
2024-03-02,B-2024010081,グリーンB棟,0204,その他,対応中,51,3.0,claims_styleB_202401.csv,0,遅延,15000.0
2024-02-02,B-2024010082,シルバーE棟,0308,水漏れ,未対応,57,5.0,claims_styleB_202401.csv,0,緊急,25000.0
2024-01-17,B-2024010083,ブルーC棟,0706,その他,解決済,9,2.0,claims_styleB_202401.csv,1,遅延,10000.0
2024-01-06,B-2024010084,ホワイトD棟,0907,駐車,解決済,4,2.5,claims_styleB_202401.csv,1,通常,12500.0
2024-02-07,B-2024010085,シルバーE棟,0508,騒音,対応中,20,1.5,claims_styleB_202401.csv,0,遅延,7500.0
2024-01-23,B-2024010086,ホワイトD棟,0206,その他,解決済,12,1.0,claims_styleB_202401.csv,1,遅延,5000.0
2024-03-10,B-2024010087,グリーンB棟,0306,駐車,解決済,8,1.0,claims_styleB_202401.csv,1,遅延,5000.0
2024-01-08,B-2024010088,ホワイトD棟,0106,駐車,対応中,78,3.0,claims_styleB_202401.csv,0,遅延,15000.0
2024-02-18,B-2024010089,グリーンB棟,1002,設備故障,対応中,44,4.0,claims_styleB_202401.csv,0,緊急,20000.0
2024-03-17,B-2024010090,ホワイトD棟,0702,騒音,対応中,45,8.0,claims_styleB_202401.csv,0,遅延,40000.0
2024-01-22,B-2024010091,シルバーE棟,0603,駐車,解決済,21,7.0,claims_styleB_202401.csv,1,遅延,35000.0
2024-01-05,B-2024010092,ホワイトD棟,0901,設備故障,対応中,71,1.5,claims_styleB_202401.csv,0,緊急,7500.0
2024-02-11,B-2024010093,グリーンB棟,0605,設備故障,解決済,9,2.0,claims_styleB_202401.csv,1,遅延,10000.0
2024-03-09,B-2024010094,グリーンB棟,0502,駐車,未対応,92,1.5,claims_styleB_202401.csv,0,遅延,7500.0
2024-03-05,B-2024010095,グリーンB棟,1006,駐車,未対応,15,0.5,claims_styleB_202401.csv,0,遅延,2500.0
2024-01-21,B-2024010096,シルバーE棟,0504,駐車,解決済,14,7.0,claims_styleB_202401.csv,1,遅延,35000.0
2024-03-21,B-2024010097,シルバーE棟,0505,害虫,解決済,8,8.0,claims_styleB_202401.csv,1,遅延,40000.0
2024-02-03,B-2024010098,サンシャインA棟,0308,害虫,解決済,16,5.0,claims_styleB_202401.csv,1,遅延,25000.0
2024-01-05,B-2024010099,ブルーC棟,0606,害虫,解決済,5,3.0,claims_styleB_202401.csv,1,通常,15000.0
2024-03-11,B-2024010100,グリーンB棟,0802,水漏れ,解決済,15,2.0,claims_styleB_202401.csv,1,遅延,10000.0
2024-01-10,B-2024010101,ホワイトD棟,1007,騒音,解決済,28,1.5,claims_styleB_202401.csv,1,遅延,7500.0
2024-02-24,B-2024010102,ブルーC棟,0403,害虫,未対応,75,5.0,claims_styleB_202401.csv,0,遅延,25000.0
2024-02-16,B-2024010103,サンシャインA棟,0207,駐車,対応中,63,2.0,claims_styleB_202401.csv,0,遅延,10000.0
2024-01-02,B-2024010104,サンシャインA棟,0508,駐車,解決済,29,8.0,claims_styleB_202401.csv,1,遅延,40000.0
2024-03-18,B-2024010105,サンシャインA棟,0207,騒音,解決済,29,2.5,claims_styleB_202401.csv,1,遅延,12500.0
2024-03-13,B-2024010106,ブルーC棟,0107,設備故障,解決済,19,6.0,claims_styleB_202401.csv,1,遅延,30000.0
2024-01-10,B-2024010107,サンシャインA棟,0708,駐車,解決済,9,7.0,claims_styleB_202401.csv,1,遅延,35000.0
2024-03-05,B-2024010108,サンシャインA棟,0706,水漏れ,解決済,18,3.0,claims_styleB_202401.csv,1,遅延,15000.0
2024-01-17,B-2024010109,ホワイトD棟,0901,設備故障,解決済,2,1.5,claims_styleB_202401.csv,1,通常,7500.0
2024-03-16,B-2024010110,シルバーE棟,0803,駐車,解決済,29,6.0,claims_styleB_202401.csv,1,遅延,30000.0
2024-01-20,B-2024010111,ブルーC棟,0307,駐車,解決済,24,2.5,claims_styleB_202401.csv,1,遅延,12500.0
2024-03-27,B-2024010112,シルバーE棟,0908,その他,解決済,19,2.5,claims_styleB_202401.csv,1,遅延,12500.0
2024-02-12,B-2024010113,ブルーC棟,0207,駐車,対応中,44,8.0,claims_styleB_202401.csv,0,遅延,40000.0
2024-01-09,B-2024010114,シルバーE棟,1004,その他,解決済,2,7.0,claims_styleB_202401.csv,1,通常,35000.0
2024-02-21,B-2024010115,シルバーE棟,0703,その他,解決済,8,0.5,claims_styleB_202401.csv,1,遅延,2500.0
2024-03-04,B-2024010116,グリーンB棟,0108,水漏れ,未対応,63,1.5,claims_styleB_202401.csv,0,緊急,7500.0
2024-02-14,B-2024010117,シルバーE棟,1008,その他,対応中,12,1.5,claims_styleB_202401.csv,0,遅延,7500.0
2024-03-11,B-2024010118,ホワイトD棟,0907,水漏れ,解決済,6,5.0,claims_styleB_202401.csv,1,通常,25000.0
2024-03-12,B-2024010119,ブルーC棟,1008,騒音,解決済,8,2.5,claims_styleB_202401.csv,1,遅延,12500.0
2024-03-10,B-2024010120,ブルーC棟,0408,水漏れ,解決済,16,3.0,claims_styleB_202401.csv,1,遅延,15000.0
2024-03-26,B-2024010121,ブルーC棟,0502,駐車,未対応,96,6.0,claims_styleB_202401.csv,0,遅延,30000.0
2024-02-13,B-2024010122,ブルーC棟,0305,設備故障,対応中,41,1.0,claims_styleB_202401.csv,0,緊急,5000.0
2024-02-21,B-2024010123,ブルーC棟,0804,騒音,未対応,115,6.0,claims_styleB_202401.csv,0,遅延,30000.0
2024-02-23,B-2024010124,ブルーC棟,0302,駐車,未対応,104,7.0,claims_styleB_202401.csv,0,遅延,35000.0
2024-01-22,B-2024010125,シルバーE棟,0404,設備故障,解決済,4,4.0,claims_styleB_202401.csv,1,通常,20000.0
2024-02-04,B-2024010126,グリーンB棟,0103,害虫,対応中,88,5.0,claims_styleB_202401.csv,0,遅延,25000.0
2024-02-25,B-2024010127,ブルーC棟,0605,その他,対応中,12,1.0,claims_styleB_202401.csv,0,遅延,5000.0
2024-03-18,B-2024010128,サンシャインA棟,0307,騒音,解決済,30,0.5,claims_styleB_202401.csv,1,遅延,2500.0
2024-02-06,B-2024010129,ブルーC棟,0101,水漏れ,対応中,77,7.0,claims_styleB_202401.csv,0,緊急,35000.0
2024-01-11,B-2024010130,ブルーC棟,0808,騒音,未対応,118,6.0,claims_styleB_202401.csv,0,遅延,30000.0
2024-02-26,B-2024010131,サンシャインA棟,0603,その他,解決済,15,8.0,claims_styleB_202401.csv,1,遅延,40000.0
2024-02-01,B-2024010132,ブルーC棟,0504,騒音,対応中,83,8.0,claims_styleB_202401.csv,0,遅延,40000.0
2024-02-17,B-2024010133,ブルーC棟,0207,その他,対応中,17,1.5,claims_styleB_202401.csv,0,遅延,7500.0
2024-01-08,B-2024010134,サンシャインA棟,0507,騒音,解決済,15,2.5,claims_styleB_202401.csv,1,遅延,12500.0
2024-02-24,B-2024010135,シルバーE棟,0105,その他,解決済,12,2.0,claims_styleB_202401.csv,1,遅延,10000.0
2024-01-15,B-2024010136,ブルーC棟,0307,その他,対応中,69,2.5,claims_styleB_202401.csv,0,遅延,12500.0
2024-03-10,B-2024010137,ブルーC棟,1004,騒音,解決済,5,5.0,claims_styleB_202401.csv,1,通常,25000.0
2024-01-20,B-2024010138,ブルーC棟,0708,駐車,解決済,26,8.0,claims_styleB_202401.csv,1,遅延,40000.0
2024-01-22,B-2024010139,シルバーE棟,0208,駐車,対応中,51,1.0,claims_styleB_202401.csv,0,遅延,5000.0
2024-03-27,B-2024010140,シルバーE棟,0904,駐車,解決済,18,1.5,claims_styleB_202401.csv,1,遅延,7500.0
2024-01-17,C-2024010001,ホワイトD棟,0204,その他,解決済,19,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-01-15,C-2024010002,サンシャインA棟,0803,駐車,対応中,58,5.0,claims_styleC_202401.csv,0,遅延,25000.0
2024-03-15,C-2024010003,ブルーC棟,0107,水漏れ,解決済,27,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-03-03,C-2024010004,サンシャインA棟,0706,その他,解決済,3,6.0,claims_styleC_202401.csv,1,通常,30000.0
2024-01-03,C-2024010005,ホワイトD棟,0105,害虫,未対応,33,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-03-21,C-2024010006,ホワイトD棟,0607,害虫,未対応,58,4.0,claims_styleC_202401.csv,0,遅延,20000.0
2024-01-22,C-2024010007,シルバーE棟,0306,設備故障,対応中,27,6.0,claims_styleC_202401.csv,0,緊急,30000.0
2024-02-24,C-2024010008,グリーンB棟,0101,水漏れ,解決済,15,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-03-18,C-2024010009,ホワイトD棟,0404,害虫,解決済,12,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-02-24,C-2024010010,サンシャインA棟,0107,駐車,解決済,25,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-01-04,C-2024010011,シルバーE棟,0108,駐車,解決済,22,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-01-13,C-2024010012,ホワイトD棟,0404,設備故障,対応中,22,6.0,claims_styleC_202401.csv,0,緊急,30000.0
2024-02-24,C-2024010013,シルバーE棟,0606,騒音,解決済,10,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-03-14,C-2024010014,ブルーC棟,0501,駐車,解決済,19,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-03-18,C-2024010015,ホワイトD棟,0106,その他,対応中,90,4.0,claims_styleC_202401.csv,0,遅延,20000.0
2024-03-14,C-2024010016,ホワイトD棟,0305,害虫,解決済,6,6.0,claims_styleC_202401.csv,1,通常,30000.0
2024-02-08,C-2024010017,ブルーC棟,0308,設備故障,解決済,18,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-02-05,C-2024010018,ホワイトD棟,0405,騒音,解決済,11,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-01-28,C-2024010019,ブルーC棟,0204,設備故障,未対応,44,4.0,claims_styleC_202401.csv,0,緊急,20000.0
2024-03-02,C-2024010020,サンシャインA棟,0404,害虫,解決済,7,3.0,claims_styleC_202401.csv,1,通常,15000.0
2024-02-01,C-2024010021,グリーンB棟,0402,その他,未対応,106,5.0,claims_styleC_202401.csv,0,遅延,25000.0
2024-01-23,C-2024010022,グリーンB棟,0704,駐車,対応中,46,2.5,claims_styleC_202401.csv,0,遅延,12500.0
2024-02-21,C-2024010023,ブルーC棟,0505,水漏れ,解決済,17,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-02-24,C-2024010024,ホワイトD棟,0604,水漏れ,解決済,11,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-01-08,C-2024010025,グリーンB棟,0105,駐車,解決済,30,7.0,claims_styleC_202401.csv,1,遅延,35000.0
2024-03-10,C-2024010026,グリーンB棟,0406,騒音,対応中,53,7.0,claims_styleC_202401.csv,0,遅延,35000.0
2024-01-21,C-2024010027,ブルーC棟,0508,その他,解決済,21,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-02-26,C-2024010028,ブルーC棟,0303,その他,解決済,18,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-01-18,C-2024010029,サンシャインA棟,0901,設備故障,未対応,114,8.0,claims_styleC_202401.csv,0,緊急,40000.0
2024-01-14,C-2024010030,グリーンB棟,0402,その他,対応中,24,0.5,claims_styleC_202401.csv,0,遅延,2500.0
2024-01-12,C-2024010031,サンシャインA棟,1008,その他,解決済,16,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-01-14,C-2024010032,サンシャインA棟,0105,駐車,解決済,10,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-03-22,C-2024010033,ホワイトD棟,0302,設備故障,対応中,72,1.5,claims_styleC_202401.csv,0,緊急,7500.0
2024-01-17,C-2024010034,ブルーC棟,0605,害虫,解決済,3,3.0,claims_styleC_202401.csv,1,通常,15000.0
2024-02-08,C-2024010035,グリーンB棟,0502,その他,解決済,28,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-01-13,C-2024010036,ホワイトD棟,0908,設備故障,解決済,21,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-03-16,C-2024010037,ホワイトD棟,0602,駐車,解決済,30,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-01-28,C-2024010038,シルバーE棟,0805,設備故障,解決済,30,1.0,claims_styleC_202401.csv,1,遅延,5000.0
2024-03-18,C-2024010039,シルバーE棟,0103,水漏れ,未対応,12,2.0,claims_styleC_202401.csv,0,緊急,10000.0
2024-03-27,C-2024010040,ホワイトD棟,0205,騒音,解決済,19,2.0,claims_styleC_202401.csv,1,遅延,10000.0
2024-03-13,C-2024010041,シルバーE棟,0607,その他,対応中,22,1.0,claims_styleC_202401.csv,0,遅延,5000.0
2024-03-12,C-2024010042,サンシャインA棟,0207,騒音,対応中,14,3.0,claims_styleC_202401.csv,0,遅延,15000.0
2024-03-20,C-2024010043,ホワイトD棟,0601,その他,対応中,39,5.0,claims_styleC_202401.csv,0,遅延,25000.0
2024-02-18,C-2024010044,ホワイトD棟,0703,その他,解決済,19,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-20,C-2024010045,ブルーC棟,0402,設備故障,解決済,9,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-02-21,C-2024010046,グリーンB棟,0706,水漏れ,対応中,18,1.0,claims_styleC_202401.csv,0,緊急,5000.0
2024-01-15,C-2024010047,ブルーC棟,0502,騒音,未対応,21,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-02-18,C-2024010048,シルバーE棟,0702,設備故障,解決済,3,3.0,claims_styleC_202401.csv,1,通常,15000.0
2024-03-20,C-2024010049,ブルーC棟,0701,水漏れ,解決済,14,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-01-18,C-2024010050,グリーンB棟,1003,その他,対応中,53,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-01-09,C-2024010051,ホワイトD棟,0302,騒音,解決済,14,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-02-26,C-2024010052,サンシャインA棟,0605,騒音,解決済,24,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-07,C-2024010053,ホワイトD棟,0203,水漏れ,解決済,1,4.0,claims_styleC_202401.csv,1,通常,20000.0
2024-02-13,C-2024010054,ブルーC棟,0806,害虫,対応中,88,7.0,claims_styleC_202401.csv,0,遅延,35000.0
2024-01-20,C-2024010055,グリーンB棟,0806,騒音,解決済,13,3.0,claims_styleC_202401.csv,1,遅延,15000.0
2024-02-21,C-2024010056,ホワイトD棟,1004,水漏れ,対応中,53,2.5,claims_styleC_202401.csv,0,緊急,12500.0
2024-02-19,C-2024010057,グリーンB棟,1003,その他,解決済,25,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-01-15,C-2024010058,グリーンB棟,0805,その他,未対応,18,4.0,claims_styleC_202401.csv,0,遅延,20000.0
2024-03-21,C-2024010059,ブルーC棟,0405,その他,解決済,5,4.0,claims_styleC_202401.csv,1,通常,20000.0
2024-02-20,C-2024010060,ホワイトD棟,1007,駐車,解決済,17,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-03-12,C-2024010061,シルバーE棟,1002,設備故障,解決済,25,2.0,claims_styleC_202401.csv,1,遅延,10000.0
2024-03-06,C-2024010062,シルバーE棟,0107,水漏れ,対応中,60,1.0,claims_styleC_202401.csv,0,緊急,5000.0
2024-01-08,C-2024010063,シルバーE棟,0904,害虫,解決済,12,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-02-19,C-2024010064,シルバーE棟,0306,設備故障,対応中,66,1.0,claims_styleC_202401.csv,0,緊急,5000.0
2024-02-03,C-2024010065,サンシャインA棟,0306,水漏れ,解決済,11,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-01-12,C-2024010066,ホワイトD棟,0208,その他,解決済,23,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-02-02,C-2024010067,サンシャインA棟,0106,その他,解決済,4,8.0,claims_styleC_202401.csv,1,通常,40000.0
2024-01-24,C-2024010068,グリーンB棟,0903,駐車,未対応,30,3.0,claims_styleC_202401.csv,0,遅延,15000.0
2024-03-15,C-2024010069,グリーンB棟,0703,騒音,解決済,21,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-24,C-2024010070,シルバーE棟,0408,駐車,解決済,14,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-01-07,C-2024010071,ブルーC棟,0202,駐車,対応中,28,3.0,claims_styleC_202401.csv,0,遅延,15000.0
2024-02-04,C-2024010072,ブルーC棟,0806,駐車,解決済,13,7.0,claims_styleC_202401.csv,1,遅延,35000.0
2024-02-12,C-2024010073,ブルーC棟,0803,その他,解決済,23,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-03-22,C-2024010074,グリーンB棟,0602,騒音,解決済,10,1.0,claims_styleC_202401.csv,1,遅延,5000.0
2024-01-05,C-2024010075,シルバーE棟,0707,駐車,解決済,5,7.0,claims_styleC_202401.csv,1,通常,35000.0
2024-02-16,C-2024010076,シルバーE棟,0303,害虫,解決済,10,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-01-15,C-2024010077,シルバーE棟,0106,設備故障,解決済,16,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-01-18,C-2024010078,シルバーE棟,0807,その他,対応中,67,4.0,claims_styleC_202401.csv,0,遅延,20000.0
2024-03-16,C-2024010079,グリーンB棟,0201,騒音,対応中,42,0.5,claims_styleC_202401.csv,0,遅延,2500.0
2024-02-10,C-2024010080,グリーンB棟,0808,駐車,解決済,17,1.0,claims_styleC_202401.csv,1,遅延,5000.0
2024-03-25,C-2024010081,シルバーE棟,0601,その他,解決済,15,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-01-04,C-2024010082,グリーンB棟,0501,害虫,未対応,43,3.0,claims_styleC_202401.csv,0,遅延,15000.0
2024-01-04,C-2024010083,グリーンB棟,0406,その他,解決済,20,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-05,C-2024010084,グリーンB棟,0401,駐車,解決済,12,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-02-06,C-2024010085,ブルーC棟,0505,駐車,解決済,9,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-03-05,C-2024010086,ホワイトD棟,0105,その他,対応中,21,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-01-11,C-2024010087,グリーンB棟,0708,騒音,解決済,19,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-13,C-2024010088,ホワイトD棟,0202,害虫,解決済,17,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-03-12,C-2024010089,ホワイトD棟,0806,駐車,未対応,10,1.0,claims_styleC_202401.csv,0,遅延,5000.0
2024-03-21,C-2024010090,ブルーC棟,0207,騒音,未対応,64,2.0,claims_styleC_202401.csv,0,遅延,10000.0
2024-02-27,C-2024010091,ブルーC棟,0603,駐車,解決済,28,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-02-25,C-2024010092,サンシャインA棟,0102,その他,対応中,63,0.5,claims_styleC_202401.csv,0,遅延,2500.0
2024-01-06,C-2024010093,ホワイトD棟,0801,害虫,未対応,35,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-03-28,C-2024010094,ブルーC棟,0206,水漏れ,解決済,3,3.0,claims_styleC_202401.csv,1,通常,15000.0
2024-03-06,C-2024010095,サンシャインA棟,0705,その他,未対応,99,2.0,claims_styleC_202401.csv,0,遅延,10000.0
2024-02-23,C-2024010096,サンシャインA棟,0104,害虫,対応中,14,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-03-22,C-2024010097,ホワイトD棟,0101,その他,解決済,11,1.0,claims_styleC_202401.csv,1,遅延,5000.0
2024-02-16,C-2024010098,サンシャインA棟,0407,設備故障,対応中,18,1.0,claims_styleC_202401.csv,0,緊急,5000.0
2024-02-10,C-2024010099,グリーンB棟,0703,その他,解決済,22,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-01-01,C-2024010100,シルバーE棟,0308,水漏れ,解決済,24,2.0,claims_styleC_202401.csv,1,遅延,10000.0
2024-03-14,C-2024010101,シルバーE棟,0804,設備故障,対応中,17,1.5,claims_styleC_202401.csv,0,緊急,7500.0
2024-01-13,C-2024010102,ブルーC棟,0706,騒音,解決済,8,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-03-18,C-2024010103,シルバーE棟,1005,その他,解決済,1,8.0,claims_styleC_202401.csv,1,通常,40000.0
2024-02-20,C-2024010104,シルバーE棟,0407,水漏れ,解決済,21,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-01-04,C-2024010105,グリーンB棟,0802,駐車,解決済,29,0.5,claims_styleC_202401.csv,1,遅延,2500.0
2024-02-05,C-2024010106,ホワイトD棟,1007,水漏れ,未対応,79,8.0,claims_styleC_202401.csv,0,緊急,40000.0
2024-01-25,C-2024010107,サンシャインA棟,0102,設備故障,対応中,38,2.0,claims_styleC_202401.csv,0,緊急,10000.0
2024-01-26,C-2024010108,ホワイトD棟,0905,その他,未対応,101,6.0,claims_styleC_202401.csv,0,遅延,30000.0
2024-02-13,C-2024010109,サンシャインA棟,0903,水漏れ,解決済,3,2.5,claims_styleC_202401.csv,1,通常,12500.0
2024-01-07,C-2024010110,グリーンB棟,0906,害虫,解決済,19,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-03-03,C-2024010111,ブルーC棟,0704,設備故障,対応中,36,1.0,claims_styleC_202401.csv,0,緊急,5000.0
2024-02-20,C-2024010112,シルバーE棟,0105,その他,解決済,24,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-03-01,C-2024010113,グリーンB棟,0103,害虫,解決済,12,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-03-24,C-2024010114,ブルーC棟,0306,騒音,対応中,39,1.0,claims_styleC_202401.csv,0,遅延,5000.0
2024-01-14,C-2024010115,ブルーC棟,0902,水漏れ,解決済,23,7.0,claims_styleC_202401.csv,1,遅延,35000.0
2024-03-15,C-2024010116,シルバーE棟,0601,害虫,解決済,28,7.0,claims_styleC_202401.csv,1,遅延,35000.0
2024-01-09,C-2024010117,サンシャインA棟,1002,騒音,解決済,24,6.0,claims_styleC_202401.csv,1,遅延,30000.0
2024-01-28,C-2024010118,サンシャインA棟,0401,害虫,解決済,12,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-01-28,C-2024010119,サンシャインA棟,0907,騒音,解決済,11,2.0,claims_styleC_202401.csv,1,遅延,10000.0
2024-02-11,C-2024010120,ブルーC棟,0206,設備故障,未対応,74,8.0,claims_styleC_202401.csv,0,緊急,40000.0
2024-01-26,C-2024010121,シルバーE棟,0107,設備故障,解決済,29,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-02-10,C-2024010122,ブルーC棟,0208,設備故障,対応中,52,2.0,claims_styleC_202401.csv,0,緊急,10000.0
2024-02-10,C-2024010123,シルバーE棟,0408,水漏れ,解決済,19,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-01-18,C-2024010124,グリーンB棟,0301,害虫,対応中,8,2.0,claims_styleC_202401.csv,0,遅延,10000.0
2024-03-27,C-2024010125,サンシャインA棟,0601,その他,解決済,13,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-01-08,C-2024010126,ホワイトD棟,0801,騒音,解決済,23,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-01-08,C-2024010127,シルバーE棟,0706,害虫,解決済,24,1.0,claims_styleC_202401.csv,1,遅延,5000.0
2024-03-05,C-2024010128,ホワイトD棟,0201,害虫,解決済,22,1.5,claims_styleC_202401.csv,1,遅延,7500.0
2024-01-28,C-2024010129,ブルーC棟,0706,水漏れ,解決済,15,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-01-07,C-2024010130,グリーンB棟,1002,騒音,解決済,4,1.5,claims_styleC_202401.csv,1,通常,7500.0
2024-02-14,C-2024010131,サンシャインA棟,0906,騒音,解決済,15,2.5,claims_styleC_202401.csv,1,遅延,12500.0
2024-02-04,C-2024010132,サンシャインA棟,0305,その他,解決済,23,7.0,claims_styleC_202401.csv,1,遅延,35000.0
2024-01-28,C-2024010133,ブルーC棟,0302,その他,解決済,8,3.0,claims_styleC_202401.csv,1,遅延,15000.0
2024-02-22,C-2024010134,ブルーC棟,0503,設備故障,解決済,13,5.0,claims_styleC_202401.csv,1,遅延,25000.0
2024-03-08,C-2024010135,サンシャインA棟,0802,騒音,対応中,20,0.5,claims_styleC_202401.csv,0,遅延,2500.0
2024-01-08,C-2024010136,グリーンB棟,0407,水漏れ,対応中,85,8.0,claims_styleC_202401.csv,0,緊急,40000.0
2024-01-09,C-2024010137,サンシャインA棟,0102,騒音,解決済,29,8.0,claims_styleC_202401.csv,1,遅延,40000.0
2024-02-03,C-2024010138,ブルーC棟,0201,害虫,対応中,11,1.5,claims_styleC_202401.csv,0,遅延,7500.0
2024-03-24,C-2024010139,ホワイトD棟,0801,害虫,解決済,22,4.0,claims_styleC_202401.csv,1,遅延,20000.0
2024-01-06,C-2024010140,ブルーC棟,0508,騒音,解決済,2,7.0,claims_styleC_202401.csv,1,通常,35000.0
